YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,WEATHER_DELAY
2021,1,2,2/1/2021 12:00:00 AM,NK,N912NK,419,CLE,FLL,0630,0617,0.00,0.00,,142.00,1062.00,
2021,1,2,2/1/2021 12:00:00 AM,NK,N919NK,835,FLL,CLE,1830,1824,0.00,0.00,,142.00,1062.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,,5424,CLE,PHL,0607,,,1.00,B,,363.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,,5440,CAK,PHL,0603,,,1.00,B,,335.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N502AE,5055,DAY,PHL,0615,0612,0.00,0.00,,76.00,477.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N505AE,5402,CAK,CLT,1018,1014,0.00,0.00,,72.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N510AE,5371,CLT,CAK,1819,1809,0.00,0.00,,61.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N517AE,5120,PHL,CAK,2035,,,1.00,B,,335.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N518AE,5154,PHL,CMH,1440,1434,0.00,0.00,,65.00,406.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N518AE,5160,CMH,PHL,1805,,,1.00,B,,406.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N535EA,5076,CLE,PHL,1801,,,1.00,B,,363.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N535EA,5514,PHL,CLE,0920,0916,0.00,0.00,,60.00,363.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,OH,N535EA,5687,PHL,DAY,2115,,,1.00,B,,477.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N537EA,5046,CLE,PHL,1159,,,1.00,B,,363.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N537EA,5073,PHL,CLE,1430,,,1.00,B,,363.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N547NN,5174,CLE,CLT,1543,1536,0.00,0.00,,80.00,430.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N547NN,5174,CLT,CLE,1324,1318,0.00,0.00,,63.00,430.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N550NN,5495,CAK,CLT,0640,0634,0.00,0.00,,68.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N551NN,5405,CLT,CLE,1508,1500,0.00,0.00,,62.00,430.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N551NN,5607,CLE,CLT,1733,1720,0.00,0.00,,77.00,430.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N561NN,5580,CLT,DAY,1830,1912,42.00,0.00,,59.00,370.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,OH,N564NN,5087,CLT,CMH,1514,1534,20.00,0.00,,51.00,347.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N564NN,5186,CMH,CLT,1730,1720,0.00,0.00,,60.00,347.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N566NN,5234,DAY,CLT,0630,0621,0.00,0.00,,68.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N569NN,5129,CLT,CAK,1640,1632,0.00,0.00,,61.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N576NN,5343,CLT,DAY,1324,1322,0.00,0.00,,59.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N578NN,5304,CLT,DAY,1640,1633,0.00,0.00,,59.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N579NN,5079,DAY,CLT,1342,1331,0.00,0.00,,79.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N589NN,5483,CLT,DAY,2010,2005,0.00,0.00,,62.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N602NN,5675,DAY,CLT,1023,1018,0.00,0.00,,75.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N604NN,5341,DAY,CLT,0831,0825,0.00,0.00,,72.00,370.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N718PS,5365,PHL,CLE,2120,,,1.00,B,,363.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N719PS,5246,CAK,CLT,1211,1204,0.00,0.00,,71.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OH,N719PS,5246,CLT,CAK,0945,0943,0.00,0.00,,58.00,394.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N554CA,3529,CLE,DTW,1415,1412,0.00,0.00,,23.00,95.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N554CA,3562,DTW,CLE,1225,1223,0.00,0.00,,26.00,95.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N780SK,4714,IAH,CMH,1655,1654,0.00,0.00,,138.00,986.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,OO,N787SK,4643,CMH,IAH,0630,0625,0.00,0.00,,131.00,986.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N804SK,3809,MSP,CLE,2001,1957,0.00,0.00,,91.00,622.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N817SK,3988,MSP,CLE,0830,0951,81.00,0.00,,81.00,622.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,OO,N817SK,4005,CLE,MSP,1300,1311,11.00,0.00,,89.00,622.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N824SK,3926,CLE,MSP,1627,1622,0.00,0.00,,96.00,622.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N824SK,3926,MSP,CLE,1245,1245,0.00,0.00,,84.00,622.00,
2021,1,2,2/1/2021 12:00:00 AM,OO,N838SK,3984,CLE,MSP,0826,0820,0.00,0.00,,92.00,622.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,,1704,CLE,ORD,1630,,,1.00,B,,315.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,,2185,EWR,CLE,1845,,,1.00,B,,404.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,,2350,CLE,EWR,1555,,,1.00,B,,404.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,,737,CLE,EWR,0825,,,1.00,B,,404.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,,749,EWR,CLE,0915,,,1.00,B,,404.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N14242,405,DEN,CLE,1000,0955,0.00,0.00,,143.00,1201.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N14242,486,CLE,DEN,1650,1641,0.00,0.00,,172.00,1201.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N15751,1419,CLE,FLL,0845,0836,0.00,0.00,,145.00,1062.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N15751,1975,FLL,CLE,1245,1232,0.00,0.00,,139.00,1062.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N16217,1521,IAD,CLE,1805,1804,0.00,0.00,,63.00,288.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,UA,N23708,1825,CLE,ORD,0735,0725,0.00,0.00,,54.00,315.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N27213,1128,CLE,RSW,1115,1109,0.00,0.00,,127.00,1025.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N27733,2475,ORD,CLE,1800,1758,0.00,0.00,,65.00,315.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,UA,N28478,2079,CLE,MCO,0830,0818,0.00,0.00,,127.00,895.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N33264,402,RSW,CLE,1245,1253,8.00,0.00,,147.00,1025.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,UA,N66831,1739,MCO,CLE,1225,1217,0.00,0.00,,114.00,895.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N68811,293,CLE,DEN,0840,0836,0.00,0.00,,171.00,1201.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N69816,2075,ORD,CLE,1445,1438,0.00,0.00,,48.00,315.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N69830,397,DEN,CLE,1815,1801,0.00,0.00,,139.00,1201.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N76508,547,CLE,IAD,0800,0902,62.00,0.00,,52.00,288.00,0.00
2021,1,2,2/1/2021 12:00:00 AM,UA,N875UA,2220,DEN,CMH,1800,1753,0.00,0.00,,135.00,1154.00,
2021,1,2,2/1/2021 12:00:00 AM,UA,N892UA,1950,CMH,DEN,0908,0909,1.00,0.00,,163.00,1154.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,,2710,CLE,MDW,1130,,,1.00,A,,307.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,,3424,CMH,BWI,1725,,,1.00,A,,337.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,,470,MDW,CLE,1315,,,1.00,A,,307.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N239WN,2461,ATL,CMH,1250,1248,0.00,0.00,,70.00,447.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N239WN,4766,CMH,BNA,1525,1520,0.00,0.00,,57.00,337.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N251WN,1302,CMH,ATL,1450,1448,0.00,0.00,,66.00,447.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N251WN,2263,ATL,CMH,1740,1750,10.00,0.00,,67.00,447.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N251WN,4674,BNA,CMH,1120,1116,0.00,0.00,,57.00,337.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N286WN,2764,CMH,DAL,0920,0915,0.00,0.00,,131.00,919.00,
2021,1,2,2/1/2021 12:00:00 AM,WN,N298WN,4736,BWI,CMH,0925,,,1.00,B,,337.00,
