# Weather station Columbus / Port Columbus (airport), USA, METAR=KCMH,selection from 01.01.2021 till 01.05.2021, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KCMH&lang=en
#
"Local time in Columbus / Port Columbus (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"20.03.2021 00:51";"-1.0";"750.7";"774.4";"59";"Wind blowing from the north-east";"3";"";"";"";"No clouds";"16.0";"-8.0";
"19.03.2021 23:51";"-1.0";"750.7";"774.4";"64";"Wind blowing from the north-northeast";"4";"";"";"";"No clouds";"16.0";"-7.0";
"19.03.2021 22:51";"0.0";"750.6";"774.2";"64";"Wind blowing from the north-northeast";"4";"";"";"";"No clouds";"16.0";"-6.0";
"19.03.2021 21:51";"2.0";"750.4";"773.9";"60";"Wind blowing from the north-northeast";"4";"";"";"";"No clouds";"16.0";"-5.0";
"19.03.2021 20:51";"3.0";"750.3";"773.7";"56";"Wind blowing from the north-northeast";"5";"";"";"";"No clouds";"16.0";"-5.0";
"19.03.2021 19:51";"4.0";"749.6";"772.9";"52";"Wind blowing from the north-northeast";"4";"";"";"";"No clouds";"16.0";"-5.0";
"19.03.2021 18:51";"6.0";"749.3";"772.4";"46";"Wind blowing from the north";"6";"";"";"";"No clouds";"16.0";"-5.0";
"19.03.2021 17:51";"8.0";"749.3";"772.2";"40";"Wind blowing from the north";"6";"";"";"";"No clouds";"16.0";"-5.0";
"19.03.2021 16:51";"9.0";"748.9";"771.7";"34";"Wind blowing from the north-northeast";"6";"";"";"";"No clouds";"16.0";"-6.0";
"19.03.2021 15:51";"10.0";"749.0";"771.7";"30";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-7.0";
"19.03.2021 14:51";"10.0";"749.0";"771.7";"32";"Wind blowing from the north-northeast";"5";"9";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-6.0";
"19.03.2021 13:51";"9.0";"748.9";"771.7";"34";"Wind blowing from the north-northeast";"7";"10";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-6.0";
"19.03.2021 12:51";"8.0";"749.0";"771.9";"34";"Wind blowing from the north-east";"7";"12";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-7.0";
"19.03.2021 11:51";"7.0";"749.2";"772.2";"37";"Wind blowing from the north-northeast";"8";"10";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-7.0";
"19.03.2021 10:51";"5.0";"748.7";"771.9";"42";"Wind blowing from the north-east";"6";"11";"";"";"Few clouds (10-30%) 7500 m";"16.0";"-7.0";
"19.03.2021 09:51";"3.0";"748.1";"771.4";"45";"Wind blowing from the north-east";"8";"";"";"";"No clouds";"16.0";"-8.0";
"19.03.2021 08:51";"2.0";"747.5";"770.9";"48";"Wind blowing from the north-east";"6";"10";"";"";"Few clouds (10-30%) 30 m";"16.0";"-8.0";
"19.03.2021 08:39";"2.0";"747.2";"770.6";"48";"Wind blowing from the north-northeast";"7";"";"";"";"Few clouds (10-30%) 30 m";"16.0";"-8.0";
"19.03.2021 07:51";"1.0";"746.5";"769.9";"51";"Wind blowing from the north-northeast";"6";"";"";"";"Few clouds (10-30%) 7200 m";"16.0";"-8.0";
"19.03.2021 06:51";"-1.0";"745.0";"768.6";"59";"Wind blowing from the north-northeast";"7";"11";"";"";"Few clouds (10-30%) 7200 m";"16.0";"-8.0";
"19.03.2021 05:51";"0.0";"744.2";"767.6";"55";"Wind blowing from the north-northeast";"7";"11";"";"";"Few clouds (10-30%) 6900 m";"16.0";"-8.0";
"19.03.2021 04:51";"1.0";"743.3";"766.6";"51";"Wind blowing from the north-northeast";"7";"12";"";"";"Few clouds (10-30%) 6900 m";"16.0";"-8.0";
"19.03.2021 03:51";"2.0";"742.1";"765.3";"56";"Wind blowing from the north-northeast";"9";"13";"";"";"Broken clouds (60-90%) 6900 m";"16.0";"-6.0";
"19.03.2021 02:51";"2.0";"741.1";"764.3";"70";"Wind blowing from the north";"8";"11";"";"";"Overcast (100%) 5400 m";"16.0";"-3.0";
"19.03.2021 01:51";"3.0";"740.4";"763.5";"65";"Wind blowing from the north";"8";"11";"";"";"Overcast (100%) 4200 m";"16.0";"-3.0";
"19.03.2021 00:51";"3.0";"739.8";"762.8";"65";"Wind blowing from the north-northeast";"8";"12";"";"";"Few clouds (10-30%) 1200 m, overcast (100%) 4200 m";"16.0";"-3.0";
"18.03.2021 23:51";"4.0";"738.8";"761.7";"70";"Wind blowing from the north-northeast";"9";"16";"";"";"Broken clouds (60-90%) 1110 m, overcast (100%) 3600 m";"16.0";"-1.0";
"18.03.2021 22:51";"4.0";"738.1";"761.0";"75";"Wind blowing from the north-northeast";"9";"15";"";"";"Overcast (100%) 900 m";"16.0";"0.0";
"18.03.2021 22:39";"4.0";"737.8";"760.7";"75";"Wind blowing from the north-northeast";"9";"16";"";"";"Overcast (100%) 900 m";"16.0";"0.0";
"18.03.2021 21:51";"4.0";"737.3";"760.2";"81";"Wind blowing from the north-northeast";"9";"13";"";"";"Overcast (100%) 660 m";"16.0";"1.0";
"18.03.2021 20:51";"5.0";"736.4";"759.2";"87";"Wind blowing from the north";"9";"12";"";"";"Overcast (100%) 480 m";"16.0";"3.0";
"18.03.2021 19:51";"6.0";"735.5";"758.2";"87";"Wind blowing from the north-northeast";"8";"13";"";"";"Broken clouds (60-90%) 570 m, overcast (100%) 780 m";"16.0";"4.0";
"18.03.2021 18:51";"6.0";"734.6";"757.2";"87";"Wind blowing from the north";"10";"14";"";"";"Broken clouds (60-90%) 600 m, overcast (100%) 1800 m";"16.0";"4.0";
"18.03.2021 17:51";"7.0";"733.7";"756.2";"81";"Wind blowing from the north-northeast";"9";"13";"";"";"Overcast (100%) 600 m";"16.0";"4.0";
"18.03.2021 16:51";"8.0";"732.5";"754.9";"87";"Wind blowing from the north";"9";"13";"";"";"Overcast (100%) 540 m";"16.0";"6.0";
"18.03.2021 15:51";"9.0";"732.1";"754.4";"87";"Wind blowing from the north";"7";"11";"Light rain";"";"Overcast (100%) 480 m";"14.4";"7.0";
"18.03.2021 15:36";"9.0";"731.8";"754.1";"87";"Wind blowing from the north-northeast";"8";"";"";"";"Overcast (100%) 480 m";"16.0";"7.0";
"18.03.2021 14:51";"9.0";"731.3";"753.6";"87";"Wind blowing from the north-east";"5";"8";"Light rain, mist";"";"Overcast (100%) 420 m";"8.0";"7.0";
"18.03.2021 14:48";"9.0";"731.3";"753.6";"87";"Wind blowing from the north-northeast";"7";"";"Light rain, mist";"";"Overcast (100%) 420 m";"8.0";"7.0";
"18.03.2021 14:03";"9.0";"731.3";"753.6";"87";"Wind blowing from the north";"5";"";"Light rain, mist";"";"Overcast (100%) 390 m";"3.2";"7.0";
"18.03.2021 13:51";"9.0";"730.8";"753.1";"94";"Wind blowing from the north-east";"7";"10";"Mist";"";"Overcast (100%) 390 m";"8.0";"8.0";
"18.03.2021 12:51";"9.0";"730.8";"753.1";"94";"Wind blowing from the north-northeast";"7";"10";"Mist";"";"Overcast (100%) 390 m";"9.6";"8.0";
"18.03.2021 12:01";"9.0";"731.1";"753.4";"100";"Wind blowing from the north";"6";"";"Light rain, mist";"";"Overcast (100%) 330 m";"9.6";"9.0";
"18.03.2021 11:51";"9.0";"730.8";"753.1";"100";"Wind blowing from the north";"5";"";"Light rain, mist";"";"Broken clouds (60-90%) 330 m, overcast (100%) 420 m";"3.2";"9.0";
"18.03.2021 11:22";"10.0";"730.9";"753.1";"94";"Wind blowing from the north-northeast";"6";"";"Heavy rain, mist";"";"Overcast (100%) 330 m";"3.2";"9.0";
"18.03.2021 10:59";"10.0";"730.1";"752.3";"94";"Wind blowing from the north-northeast";"6";"9";"Light rain";"";"Broken clouds (60-90%) 330 m, overcast (100%) 780 m";"16.0";"9.0";
"18.03.2021 10:51";"10.0";"730.1";"752.3";"94";"Wind blowing from the north-east";"6";"11";"Light rain";"";"Broken clouds (60-90%) 270 m, overcast (100%) 720 m";"11.2";"9.0";
"18.03.2021 10:16";"10.0";"730.4";"752.6";"94";"Wind blowing from the north-northeast";"5";"";"Rain, mist";"";"Overcast (100%) 270 m";"8.0";"9.0";
"18.03.2021 10:08";"10.0";"730.4";"752.6";"94";"Wind blowing from the north-northeast";"4";"8";"Heavy rain, mist";"";"Overcast (100%) 270 m";"2.4";"9.0";
"18.03.2021 09:51";"10.0";"730.1";"752.3";"94";"Wind blowing from the north-east";"6";"9";"Heavy rain, mist";"";"Overcast (100%) 270 m";"4.0";"9.0";
"18.03.2021 09:30";"10.0";"730.1";"752.3";"94";"Wind blowing from the north-northeast";"5";"";"Rain, mist";"";"Overcast (100%) 270 m";"4.0";"9.0";
"18.03.2021 08:51";"10.0";"730.1";"752.3";"94";"Wind blowing from the north-east";"5";"10";"Light rain, mist";"";"Overcast (100%) 210 m";"9.6";"9.0";
"18.03.2021 08:35";"10.0";"730.4";"752.6";"94";"Wind blowing from the north-northeast";"5";"";"Light rain, mist";"";"Overcast (100%) 210 m";"4.8";"9.0";
"18.03.2021 07:50";"10.0";"730.7";"752.9";"94";"Wind blowing from the north-east";"5";"";"Light rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 450 m";"3.2";"9.0";
"18.03.2021 07:43";"10.0";"730.7";"752.9";"94";"Wind blowing from the north-east";"5";"";"Light rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 450 m";"4.8";"9.0";
"18.03.2021 06:51";"11.0";"730.8";"752.9";"94";"Wind blowing from the north-east";"6";"";"Light rain";"";"Few clouds (10-30%) 240 m, overcast (100%) 450 m";"12.8";"10.0";
"18.03.2021 05:51";"11.0";"731.0";"753.1";"94";"Wind blowing from the north-east";"4";"";"Rain, mist";"";"Few clouds (10-30%) 210 m, overcast (100%) 450 m";"8.0";"10.0";
"18.03.2021 05:18";"10.0";"731.2";"753.4";"94";"Wind blowing from the north-east";"4";"";"Heavy rain, mist";"";"Few clouds (10-30%) 240 m, overcast (100%) 450 m";"6.4";"9.0";
"18.03.2021 04:51";"10.0";"731.4";"753.6";"94";"Wind blowing from the east-northeast";"4";"";"Light rain, mist";"";"Overcast (100%) 450 m";"4.8";"9.0";
"18.03.2021 03:51";"11.0";"731.9";"754.1";"94";"Wind blowing from the east";"3";"";"Rain, mist";"";"Overcast (100%) 660 m";"4.8";"10.0";
"18.03.2021 02:51";"11.0";"732.7";"754.9";"94";"Wind blowing from the east-northeast";"3";"";"Light rain, mist";"";"Overcast (100%) 720 m";"6.4";"10.0";
"18.03.2021 02:22";"11.0";"733.2";"755.4";"88";"Wind blowing from the east";"3";"";"Rain, mist";"";"Broken clouds (60-90%) 810 m, overcast (100%) 1050 m";"6.4";"9.0";
"18.03.2021 01:51";"11.0";"733.2";"755.4";"94";"Wind blowing from the east";"4";"";"Light rain";"";"Overcast (100%) 900 m";"11.2";"10.0";
"18.03.2021 00:51";"11.0";"734.2";"756.4";"88";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 1320 m, overcast (100%) 1500 m";"11.2";"9.0";
"17.03.2021 23:51";"12.0";"734.5";"756.7";"82";"Wind blowing from the east-southeast";"3";"";"Light rain";"";"Broken clouds (60-90%) 1380 m, overcast (100%) 1650 m";"16.0";"9.0";
"17.03.2021 22:51";"12.0";"734.3";"756.4";"82";"Wind blowing from the east";"4";"";"Light rain";"";"Few clouds (10-30%) 1650 m, overcast (100%) 2250 m";"16.0";"9.0";
"17.03.2021 21:51";"13.0";"735.3";"757.4";"72";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 1800 m, overcast (100%) 2250 m";"16.0";"8.0";
"17.03.2021 20:51";"14.0";"735.7";"757.7";"67";"Wind blowing from the east";"3";"";"Light rain";"";"Overcast (100%) 2100 m";"16.0";"8.0";
"17.03.2021 19:51";"14.0";"736.4";"758.4";"59";"Wind blowing from the east";"3";"";"Light rain";"";"Few clouds (10-30%) 1800 m, broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"16.0";"6.0";
"17.03.2021 18:51";"16.0";"737.6";"759.5";"52";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 3600 m, overcast (100%) 5100 m";"16.0";"6.0";
"17.03.2021 17:51";"17.0";"737.2";"759.0";"49";"Wind blowing from the south-east";"2";"";"";"";"Few clouds (10-30%) 3900 m, overcast (100%) 5400 m";"16.0";"6.0";
"17.03.2021 14:51";"18.0";"738.4";"760.2";"46";"Wind blowing from the south-east";"5";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"6.0";
"17.03.2021 10:51";"13.0";"739.5";"761.7";"63";"Wind blowing from the east-southeast";"5";"";"";"";"Broken clouds (60-90%) 7500 m";"14.4";"6.0";
"17.03.2021 09:51";"10.0";"740.5";"763.0";"71";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 450 m, broken clouds (60-90%) 7500 m";"11.2";"5.0";
"17.03.2021 08:51";"7.0";"741.0";"763.8";"87";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 450 m, broken clouds (60-90%) 7500 m";"9.6";"5.0";
"17.03.2021 07:51";"5.0";"740.9";"763.8";"93";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 7500 m";"6.4";"4.0";
"17.03.2021 06:51";"3.0";"740.4";"763.5";"100";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 330 m, broken clouds (60-90%) 7500 m";"4.8";"3.0";
"17.03.2021 06:02";"4.0";"740.8";"763.8";"100";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Scattered clouds (40-50%) 330 m, overcast (100%) 7500 m";"8.0";"4.0";
"17.03.2021 05:51";"5.0";"740.9";"763.8";"93";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 330 m, overcast (100%) 7500 m";"8.0";"4.0";
"17.03.2021 04:51";"5.0";"740.6";"763.5";"87";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Overcast (100%) 330 m";"9.6";"3.0";
"17.03.2021 03:51";"7.0";"740.6";"763.3";"87";"Calm, no wind";"0";"";"";"";"Overcast (100%) 330 m";"11.2";"5.0";
"17.03.2021 02:51";"8.0";"740.4";"763.0";"87";"Wind blowing from the north-east";"4";"";"";"";"Overcast (100%) 330 m";"12.8";"6.0";
"17.03.2021 01:51";"8.0";"740.2";"762.8";"87";"Wind blowing from the north-northeast";"4";"";"";"";"Overcast (100%) 330 m";"14.4";"6.0";
"17.03.2021 01:16";"8.0";"739.7";"762.3";"87";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 390 m";"16.0";"6.0";
"17.03.2021 00:51";"8.0";"739.7";"762.3";"87";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 450 m";"16.0";"6.0";
"16.03.2021 23:51";"9.0";"739.8";"762.3";"82";"Wind blowing from the north-northwest";"5";"";"";"";"Overcast (100%) 450 m";"16.0";"6.0";
"16.03.2021 22:51";"9.0";"739.5";"762.0";"82";"Wind blowing from the north";"4";"";"";"";"Overcast (100%) 450 m";"16.0";"6.0";
"16.03.2021 21:51";"10.0";"739.5";"762.0";"82";"Wind blowing from the north-west";"4";"";"";"";"Overcast (100%) 510 m";"16.0";"7.0";
"16.03.2021 20:51";"10.0";"739.5";"762.0";"82";"Wind blowing from the north-west";"4";"";"";"";"Overcast (100%) 510 m";"16.0";"7.0";
"16.03.2021 19:51";"10.0";"739.1";"761.5";"82";"Wind blowing from the north-west";"4";"";"";"";"Overcast (100%) 570 m";"16.0";"7.0";
"16.03.2021 18:51";"11.0";"738.6";"761.0";"77";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 690 m";"16.0";"7.0";
"16.03.2021 16:51";"12.0";"738.2";"760.5";"77";"Wind blowing from the north-northwest";"3";"";"";"";"Overcast (100%) 600 m";"14.4";"8.0";
"16.03.2021 15:51";"13.0";"738.0";"760.2";"72";"Wind blowing from the north-west";"3";"";"";"";"Overcast (100%) 600 m";"16.0";"8.0";
"16.03.2021 15:18";"12.0";"737.8";"760.0";"77";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 540 m";"16.0";"8.0";
"16.03.2021 14:51";"13.0";"737.8";"760.0";"77";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 360 m, overcast (100%) 630 m";"16.0";"9.0";
"16.03.2021 13:51";"12.0";"737.8";"760.0";"82";"Wind blowing from the north-west";"3";"";"";"";"Overcast (100%) 300 m";"11.2";"9.0";
"16.03.2021 12:51";"11.0";"737.9";"760.2";"88";"Wind blowing from the north-west";"3";"";"Mist";"";"Overcast (100%) 300 m";"9.6";"9.0";
"16.03.2021 10:51";"11.0";"738.2";"760.5";"82";"Wind blowing from the south-west";"3";"";"";"";"Overcast (100%) 300 m";"16.0";"8.0";
"16.03.2021 10:21";"10.0";"738.1";"760.5";"88";"Wind blowing from the south-southwest";"5";"";"";"";"Broken clouds (60-90%) 300 m, overcast (100%) 2100 m";"16.0";"8.0";
"16.03.2021 09:51";"9.0";"737.7";"760.2";"87";"Wind blowing from the south";"3";"";"";"";"Few clouds (10-30%) 420 m, broken clouds (60-90%) 2100 m, broken clouds (60-90%) 2700 m, broken clouds (60-90%) 6300 m";"16.0";"7.0";
"16.03.2021 07:51";"5.0";"736.9";"759.7";"93";"Wind blowing from the south-southeast";"3";"";"Mist";"";"Few clouds (10-30%) 510 m, scattered clouds (40-50%) 2100 m, broken clouds (60-90%) 6300 m";"9.6";"4.0";
"16.03.2021 03:51";"6.0";"738.7";"761.5";"81";"variable wind direction";"3";"";"";"";"Overcast (100%) 600 m";"16.0";"3.0";
"16.03.2021 02:51";"5.0";"737.9";"760.7";"81";"Wind blowing from the east-southeast";"3";"";"";"";"Overcast (100%) 660 m";"16.0";"2.0";
"16.03.2021 01:51";"4.0";"738.3";"761.2";"87";"Wind blowing from the south-east";"3";"";"";"";"Overcast (100%) 840 m";"14.4";"2.0";
"16.03.2021 00:51";"4.0";"738.8";"761.7";"81";"Wind blowing from the south-east";"4";"";"";"";"Overcast (100%) 810 m";"16.0";"1.0";
"15.03.2021 23:51";"4.0";"739.4";"762.3";"81";"Wind blowing from the south-east";"5";"";"";"";"Overcast (100%) 870 m";"16.0";"1.0";
"15.03.2021 23:39";"4.0";"739.5";"762.5";"75";"Wind blowing from the south-east";"5";"";"";"";"Overcast (100%) 840 m";"16.0";"0.0";
"15.03.2021 22:51";"4.0";"739.5";"762.5";"70";"Wind blowing from the east-southeast";"6";"";"";"";"Overcast (100%) 1050 m";"16.0";"-1.0";
"15.03.2021 21:51";"3.0";"740.2";"763.3";"75";"Wind blowing from the east-southeast";"5";"10";"Light rain";"";"Overcast (100%) 870 m";"16.0";"-1.0";
"15.03.2021 21:28";"3.0";"740.4";"763.5";"65";"Wind blowing from the east-southeast";"7";"11";"";"";"Broken clouds (60-90%) 780 m, overcast (100%) 930 m";"16.0";"-3.0";
"15.03.2021 20:51";"3.0";"740.7";"763.8";"56";"Wind blowing from the east-southeast";"6";"10";"Light rain";"";"Overcast (100%) 930 m";"16.0";"-5.0";
"15.03.2021 19:51";"3.0";"741.2";"764.3";"56";"Wind blowing from the east-southeast";"5";"";"Light rain";"";"Overcast (100%) 1230 m";"16.0";"-5.0";
"15.03.2021 18:51";"3.0";"741.4";"764.5";"52";"Wind blowing from the east-southeast";"4";"";"Light rain";"";"Overcast (100%) 1380 m";"16.0";"-6.0";
"15.03.2021 17:51";"3.0";"741.9";"765.0";"48";"Wind blowing from the east";"5";"";"Light rain";"";"Few clouds (10-30%) 1650 m, overcast (100%) 2100 m";"16.0";"-7.0";
"15.03.2021 16:51";"4.0";"742.6";"765.6";"33";"Wind blowing from the east-northeast";"5";"8";"Light rain";"";"Broken clouds (60-90%) 1800 m, overcast (100%) 2100 m";"11.2";"-11.0";
"15.03.2021 15:51";"4.0";"743.2";"766.3";"30";"Wind blowing from the east";"6";"";"Light rain";"";"Broken clouds (60-90%) 1950 m, overcast (100%) 2400 m";"16.0";"-12.0";
"15.03.2021 14:51";"3.0";"744.1";"767.3";"30";"Wind blowing from the east-northeast";"6";"11";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 2850 m";"16.0";"-13.0";
"15.03.2021 13:51";"3.0";"745.4";"768.6";"30";"Wind blowing from the east";"7";"10";"";"";"Few clouds (10-30%) 2100 m, broken clouds (60-90%) 2400 m, overcast (100%) 3000 m";"16.0";"-13.0";
"15.03.2021 12:51";"3.0";"746.2";"769.4";"30";"Wind blowing from the east";"8";"";"";"";"Overcast (100%) 2400 m";"16.0";"-13.0";
"15.03.2021 11:51";"2.0";"746.6";"769.9";"32";"Wind blowing from the east";"7";"";"";"";"Overcast (100%) 2400 m";"16.0";"-13.0";
"15.03.2021 10:51";"1.0";"747.2";"770.6";"38";"Wind blowing from the east";"6";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"16.0";"-12.0";
"15.03.2021 09:51";"0.0";"747.6";"771.1";"47";"Wind blowing from the east";"6";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"16.0";"-10.0";
"15.03.2021 08:51";"-1.0";"748.2";"771.9";"59";"Wind blowing from the east";"5";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3300 m";"16.0";"-8.0";
"15.03.2021 07:51";"-3.0";"747.9";"771.7";"69";"Wind blowing from the east";"6";"";"";"";"Broken clouds (60-90%) 2400 m, broken clouds (60-90%) 3300 m, broken clouds (60-90%) 7500 m";"16.0";"-8.0";
"15.03.2021 06:51";"-3.0";"748.1";"771.9";"69";"Wind blowing from the east";"3";"";"";"";"Broken clouds (60-90%) 4800 m, broken clouds (60-90%) 7500 m";"16.0";"-8.0";
"15.03.2021 05:51";"-3.0";"747.9";"771.7";"69";"Wind blowing from the east-northeast";"4";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-8.0";
"15.03.2021 04:51";"-3.0";"748.4";"772.2";"64";"Wind blowing from the east-northeast";"3";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-9.0";
"15.03.2021 03:51";"-3.0";"748.1";"771.9";"64";"Wind blowing from the east-northeast";"4";"";"";"";"Broken clouds (60-90%) 7500 m";"16.0";"-9.0";
"15.03.2021 02:51";"-2.0";"748.2";"771.9";"51";"Wind blowing from the north-east";"4";"";"";"";"Broken clouds (60-90%) 7200 m";"16.0";"-11.0";
"15.03.2021 01:51";"-2.0";"748.6";"772.4";"43";"Wind blowing from the north-east";"5";"";"";"";"Scattered clouds (40-50%) 7200 m";"16.0";"-13.0";
"15.03.2021 00:51";"-1.0";"748.2";"771.9";"34";"Wind blowing from the north-east";"4";"";"";"";"Scattered clouds (40-50%) 7200 m";"16.0";"-15.0";
"14.03.2021 23:51";"-1.0";"748.7";"772.4";"31";"Wind blowing from the north-northeast";"4";"";"";"";"Broken clouds (60-90%) 7200 m";"16.0";"-16.0";
"14.03.2021 22:51";"-1.0";"748.7";"772.4";"31";"Wind blowing from the north-northeast";"3";"";"";"";"Scattered clouds (40-50%) 6000 m";"16.0";"-16.0";
"14.03.2021 21:51";"2.0";"748.8";"772.2";"30";"Wind blowing from the north-northeast";"6";"";"";"";"Scattered clouds (40-50%) 6000 m";"16.0";"-14.0";
"14.03.2021 20:51";"3.0";"748.6";"771.9";"35";"Wind blowing from the north-east";"6";"10";"";"";"Overcast (100%) 6000 m";"16.0";"-11.0";
"14.03.2021 19:51";"5.0";"748.6";"771.7";"45";"Wind blowing from the north-northeast";"6";"";"";"";"Broken clouds (60-90%) 5100 m, overcast (100%) 6000 m";"16.0";"-6.0";
"14.03.2021 18:51";"7.0";"747.5";"770.4";"37";"Wind blowing from the north-northeast";"6";"11";"";"";"Broken clouds (60-90%) 5100 m, overcast (100%) 6000 m";"16.0";"-7.0";
"14.03.2021 17:51";"9.0";"746.8";"769.6";"29";"Wind blowing from the north-northeast";"6";"";"";"";"Scattered clouds (40-50%) 5100 m, overcast (100%) 6000 m";"16.0";"-8.0";
"14.03.2021 16:51";"11.0";"746.5";"769.1";"26";"Wind blowing from the north";"7";"";"";"";"Scattered clouds (40-50%) 5100 m, overcast (100%) 6000 m";"16.0";"-8.0";
"14.03.2021 15:51";"12.0";"746.1";"768.6";"26";"Wind blowing from the north";"8";"";"";"";"Scattered clouds (40-50%) 6000 m, overcast (100%) 7500 m";"16.0";"-7.0";
"14.03.2021 14:51";"13.0";"745.7";"768.1";"31";"Wind blowing from the north";"7";"";"";"";"Scattered clouds (40-50%) 6000 m, overcast (100%) 7500 m";"16.0";"-4.0";
"14.03.2021 13:51";"13.0";"746.2";"768.6";"33";"Wind blowing from the north";"6";"";"";"";"Broken clouds (60-90%) 5700 m, overcast (100%) 7500 m";"16.0";"-3.0";
