year,quarter,month,flight_date,reporting_airline,tail_number,flight_number,origin,dest,crs_dep_time,dep_time,dep_delay_minutes,cancelled,cancelletion_code,air_time,distance,weather_delay
2021,1,1,1/1/2021 12:00:00 AM,OH,N545PB,5129,CLT,CAK,1640,1632,0.00,0.00,,56.00,394.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N552NN,5206,CLT,DAY,1459,1453,0.00,0.00,,67.00,370.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N553NN,5495,CAK,CLT,0640,0635,0.00,0.00,,77.00,394.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N560NN,5234,DAY,CLT,0631,0632,1.00,0.00,,72.00,370.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N570NN,5057,DAY,DFW,1533,1530,0.00,0.00,,141.00,861.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N570NN,5343,CLT,DAY,1324,1318,0.00,0.00,,56.00,370.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N573NN,5255,DFW,DAY,2042,2054,12.00,0.00,,95.00,861.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N601EN,5341,DAY,CLT,0835,0828,0.00,0.00,,72.00,370.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N706PS,5402,CAK,CLT,1018,1111,53.00,0.00,,71.00,394.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OH,N710PS,5120,PHL,CAK,2130,2126,0.00,0.00,,63.00,335.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N718PS,5440,CAK,PHL,0934,0931,0.00,0.00,,50.00,335.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N103SY,4699,DEN,CMH,1800,1801,1.00,0.00,,138.00,1154.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N116SY,5601,ORD,CMH,1750,,,1.00,B,,296.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N154SY,5220,CMH,DEN,1640,1636,0.00,0.00,,166.00,1154.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N154SY,5271,DEN,CMH,1015,1007,0.00,0.00,,150.00,1154.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N200SY,5219,CMH,DEN,0900,0851,0.00,0.00,,162.00,1154.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N826SK,3984,CLE,MSP,0820,0815,0.00,0.00,,100.00,622.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N831SK,4086,MSP,CLE,1515,1513,0.00,0.00,,94.00,622.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,,1704,CLE,ORD,1810,,,1.00,B,,315.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,,2075,ORD,CLE,1445,,,1.00,B,,315.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N14214,295,CLE,TPA,0805,0758,0.00,0.00,,132.00,927.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N14214,814,TPA,CLE,1200,1152,0.00,0.00,,112.00,927.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N15712,1825,CLE,ORD,0740,0731,0.00,0.00,,65.00,315.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N16217,1993,RSW,CLE,0945,0946,1.00,0.00,,128.00,1025.00,
